mr,ref
"verify_attribute(name[Stronghold 2], rating[average], genres[real-time strategy, simulation], platforms[PC])",I know you're kind of hit or miss with Stronghold 2. Do you feel so-so about other real-time strategy or simulation games on PC?
"verify_attribute(name[The Legend of Zelda: Ocarina of Time], release_year[1998], rating[excellent], platforms[Nintendo])",I remember how much you dug The Legend of Zelda: Ocarina of Time from 1998. Do you generally dig other similar Nintendo game?
"verify_attribute(name[Driver], developer[Reflections Interactive], esrb[T (for Teen)], rating[average])",I remember you said you found Driver to be average. Are you normally not impressed by T (for Teen) rated games by Reflections Interactive?
"verify_attribute(name[Euro Truck Simulator], developer[SCS Software], rating[poor], available_on_steam[yes])",Previously you told me that you did not like Euro Truck Simulator. Are you disappointed with SCS Software's overall selection of games on Steam?
"verify_attribute(name[The Elder Scrolls V: Skyrim], rating[good], platforms[PlayStation])","You mentioned that you enjoyed playing The Elder Scrolls V: Skyrim. In general, do you enjoy playing games for the PlayStation?"
"verify_attribute(name[Assassin's Creed II], release_year[2009], rating[good], platforms[PlayStation])","A while ago you mentioned Assassin's Creed II, and said you liked it. Do you feel like a lot of good games were released for the PlayStation in 2009?"
"verify_attribute(name[Tomb Raider: The Angel of Darkness], rating[poor], player_perspective[third person], platforms[PlayStation])",You said that you didn't like Tomb Raider: The Angel of Darkness. Do you tend to not like third person games for PlayStation?
"verify_attribute(name[Need for Speed: The Run], release_year[2011], developer[Firebrand Games], rating[average])",I remember you thought Need for Speed: The Run was just average. Does that sentiment hold for all Firebrand Games from 2011?
"verify_attribute(name[NHL 15], developer[EA Canada], rating[average], genres[simulation, sport])","I know you feel that NHL 15 is neither particularly great, nor particularly terrible. Do you feel the same way about the other sport simulators made by EA Canada?"
"verify_attribute(name[Little Big Adventure], developer[Adeline Software International], rating[average], player_perspective[third person])",I recall that you were not that fond of Little Big Adventure. Would you say Adeline Software International has room to improve in third person games overall?
"verify_attribute(name[Uncharted 4: A Thief's End], esrb[T (for Teen)], rating[excellent], player_perspective[third person])","You said that you loved Uncharted 4: A Thief's End. In general, do you like to play third person games that are rated T?"
"verify_attribute(name[Skyforge], rating[poor], genres[adventure, hack-and-slash, MMORPG], player_perspective[third person])","You said you hated Skyforge. Do you hate most other third person, hack-and-slash adventure MMORPGs?"
"verify_attribute(name[The Vanishing of Ethan Carter], esrb[M (for Mature)], rating[average], player_perspective[first person])",I recall that you found The Vanishing of Ethan Carter to be average. Generally are you not impressed with first person perspective games rated M (for Mature)?
"verify_attribute(name[Silent Hill 2], rating[excellent], genres[action-adventure, puzzle], player_perspective[third person])",I think you mentioned having an excellent time when you played Silent Hill 2. Do you generally enjoy all third person action-adventure games with puzzles in them?
"verify_attribute(name[Assassin's Creed Chronicles: India], developer[Climax Studios], rating[poor], has_multiplayer[no])","I know you mentioned not liking Assassin's Creed Chronicles: India. I'm curious, do you think all of Climax Studios' single-player only games are bad?"
"verify_attribute(name[The Room], developer[Fireproof Games], rating[excellent], genres[indie, point-and-click, puzzle])",You previously mentioned that you loved The Room. Are you frequently a big fan of indie point-and-click puzzle games from Fireproof Games?
"verify_attribute(name[Driver], rating[average], genres[driving/racing, simulation], has_mac_release[yes])","I know you are not the biggest fan of Driver, but do you generally feel ambivalent towards most driving/racing simulators on Mac?"
"verify_attribute(name[Tony Hawk's Pro Skater 3], rating[average], genres[sport], has_multiplayer[yes])","I know you didn't hate Tony Hawk's Pro Skater 3, but didn't love it either. Do you feel kinda the same way about other sports games with multiplayer?"
"verify_attribute(name[Skyforge], developer[Allods Online], rating[poor])",You told me you dislike Skyforge. Do you feel like Allods Online makes a mess of games in general?
"verify_attribute(name[Tomb Raider: The Last Revelation], release_year[1999], rating[good], genres[action-adventure, puzzle, shooter])",So you like playing Tomb Raider: The Last Revelation. Do you feel like 1999 was a good year for action-adventure shooter games with puzzles?
"verify_attribute(name[Silent Hill 2], rating[excellent], genres[action-adventure, puzzle], player_perspective[third person])","You said that Silent Hill 2 was totally rad. I'm curious, do you in general really love third person perspective action adventure games with puzzles?"
"verify_attribute(name[Tony Hawk's Pro Skater 3], rating[average], genres[sport], has_multiplayer[yes])","You said you were not that fond of Tony Hawk's Pro Skater 3. In general, do you like to play multiplayer sports games?"
"verify_attribute(name[Outlast II], developer[Red Barrels], rating[average], player_perspective[first person])",You mentioned that Outlast II was so-so in quality. Does it perhaps have to do with the use of a first person perspective by Red Barrels in their games?
"verify_attribute(name[Transport Tycoon], rating[average], has_mac_release[no])",I've heard you're nonplussed about Transport Tycoon. Is this the case for all games that don't have a Mac release?
"verify_attribute(name[Metal Gear Solid 3: Snake Eater], rating[excellent], genres[action-adventure, shooter, tactical], platforms[PlayStation])",I know you thought Metal Gear Solid 3: Snake Eater was great. Do you think other action-adventure tactical shooters on PlayStation are great normally?
"verify_attribute(name[Driver], release_year[1999], rating[average], platforms[PC])",You mentioned earlier that you found Driver to be average. Generally are you not impressed with PC games from 1999?
"verify_attribute(name[Far Cry 3], developer[Ubisoft Massive], rating[good], platforms[PC])",You said Far Cry 3 was pretty fun a moment ago. Would you say Ubisoft Massive has a good reputation for their PC games?
"verify_attribute(name[Skyforge], rating[poor], player_perspective[third person])","If my memory is right, you said you didn't like Skyforge. Is the third person perspective something you don't like in games?"
"verify_attribute(name[Tomb Raider: The Angel of Darkness], release_year[2003], developer[Core Design], rating[poor])","If I remember correctly, you did not like Tomb Raider: The Angel of Darkness. Did Core Design let go off their high standard in 2003, you think?"
"verify_attribute(name[Tony Hawk's Pro Skater 3], rating[average], genres[sport], player_perspective[third person])",You mentioned that you found Tony Hawk's Pro Skater 3 to be an okay game. Do you in general just find third person perspective sports games to be meh?
"verify_attribute(name[Tomb Raider: The Last Revelation], developer[Core Design], rating[good], platforms[PlayStation])","Earlier you mentioned liking the game Tomb Raider: The Last Revelation. How about other games by Core Design for the PlayStation, do you like them as well?"
